Model Number,Manufacturer Brand Name,Product Category,Product Sub-Category,Lowe's Item Number,Lowe's Item Description,Link to sample image,SOS? (Y/N),SOS UPC Number,MAP Value,Qty,Ext. MAP Value,Condition,Condition Comments
GUD27ESSJWW,GE,LAUNDRY,Stacked Laundry Centers,689427,Electric Stacked Laundry Center with 3.2-cu ft Washer and 5.9-cu ft Dryer (White),http://images.lowes.com/product/converted/084691/084691809579.jpg,No,WEX,1169.0,1,1169.0,Refurbished,Refurbished
MED5500FW,Maytag,LAUNDRY,Electric Dryers,780036,7.4-cu ft Stackable Electric Dryer Steam Cycle (White) ENERGY STAR,http://images.lowes.com/product/converted/883049/883049385297.jpg,No,WEX,899.0,1,899.0,Scratch and Dent,Side Dent
DLEX3370W,LG,LAUNDRY,Electric Dryers,640799,7.4-cu ft Stackable Electric Dryer with Steam Cycle (White) ENERGY STAR,http://images.lowes.com/product/converted/048231/048231014069.jpg,No,,0.0,1,809.0,Scratch and Dent,Rear Dent
WT7200CW,LG,LAUNDRY,Top-Load Washers,845039,LG TL WASHER WT7200CW (-481181),http://images.lowes.com/product/converted/048231/048231020275.jpg,No,,719.0,1,719.0,Refurbished,Refurbished
WM3270CW,LG,LAUNDRY,Front-Load Washers,794816,LG FL WASHER WM3270CW (-645120),http://images.lowes.com/product/converted/048231/048231017527.jpg,No,,719.0,1,719.0,Refurbished,Refurbished
DLE1501W,LG,LAUNDRY,Electric Dryers,745139,7.3-cu ft Electric Dryer (White) ENERGY STAR,http://images.lowes.com/product/converted/048231/048231015912.jpg,No,,674.0,1,674.0,Refurbished,Refurbished
DLE1501W,LG,LAUNDRY,Electric Dryers,745139,7.3-cu ft Electric Dryer (White) ENERGY STAR,http://images.lowes.com/product/converted/048231/048231015912.jpg,No,,674.0,1,674.0,Refurbished,Refurbished
WA52M7750AW,Samsung,LAUNDRY,Top-Load Washers,835641,WA52M7750AW,http://images.lowes.com/product/converted/887276/887276196435.jpg,Yes,,649.0,1,649.0,Scratch and Dent,Front Scratch
WTW8040DW,Whirlpool,LAUNDRY,Top-Load Washers,670298,5.3-cu ft High-Efficiency Top-Load Washer (White) ENERGY STAR,http://images.lowes.com/product/converted/883049/883049346458.jpg,No,,648.0,1,648.0,Refurbished,Refurbished
MVWX655DW,Maytag,LAUNDRY,Top-Load Washers,637743,Bravo 5-cu-ft High-Efficiency Top-Load Washer (White),http://images.lowes.com/product/converted/883049/883049330846.jpg,No,,629.0,1,629.0,Refurbished,Refurbished
DV42H5200EF,Samsung,LAUNDRY,Electric Dryers,565990,7.5-cu ft Stackable Electric Dryer with Steam Cycle (Merlot),http://images.lowes.com/product/converted/887276/887276963198.jpg,No,,599.0,1,599.0,Refurbished,Refurbished
DV42H5200EW,Samsung,LAUNDRY,Electric Dryers,565998,7.5-cu ft Stackable Electric Dryer with Steam Cycle (White),http://images.lowes.com/product/converted/887276/887276963211.jpg,No,,599.0,1,599.0,Scratch and Dent,Top Scratch
WTW5000DW,Whirlpool,LAUNDRY,Top-Load Washers,629986,Cabrio 5-cu-ft High-Efficiency Top-Load Washer (White),http://images.lowes.com/product/converted/883049/883049330839.jpg,No,,584.0,1,584.0,Scratch and Dent,Side Dent
WTW5000DW,Whirlpool,LAUNDRY,Top-Load Washers,629986,Cabrio 5-cu-ft High-Efficiency Top-Load Washer (White),http://images.lowes.com/product/converted/883049/883049330839.jpg,No,,584.0,1,584.0,Scratch and Dent,Side Dent
DV42H5000EW,Samsung,LAUNDRY,Electric Dryers,566002,7.5-cu ft Stackable Electric Dryer (White),http://images.lowes.com/product/converted/887276/887276963167.jpg,No,,549.0,1,549.0,Scratch and Dent,Rear Dent
DVE50M7450W,Samsung,LAUNDRY,Electric Dryers,835593,SM E DRYER DVE50M7450W (-780072,http://images.lowes.com/product/converted/887276/887276196978.jpg,No,,549.0,1,549.0,Scratch and Dent,Rear Dent
WF42H5000AW,Samsung,LAUNDRY,Front-Load Washers,566001,4.2-cu ft High-Efficiency Stackable Front-Load Washer (White) ENERGY STAR,http://images.lowes.com/product/converted/887276/887276962887.jpg,No,,549.0,1,549.0,Refurbished,Refurbished
MVWC415EW,Maytag,LAUNDRY,Top-Load Washers,670294,4.2-cu ft Top-Load Washer (White),http://images.lowes.com/product/converted/883049/883049347448.jpg,No,,494.0,1,494.0,Refurbished,Refurbished
GTD45EASJWS,GE,LAUNDRY,Electric Dryers,751714,7.2-cu ft Electric Dryer (White),http://images.lowes.com/product/converted/084691/084691815242.jpg,No,,479.0,1,479.0,Scratch and Dent,Side Dent
WA45M7050AW,Samsung,LAUNDRY,Top-Load Washers,835591,SM TL WASHER WA45M7050AW (-565954,http://images.lowes.com/product/converted/887276/887276196398.jpg,No,,478.0,1,478.0,Refurbished,Refurbished
GTW460ASJWW,GE,LAUNDRY,Top-Load Washers,751710,4.2-cu ft High-Efficiency Top-Load Washer (White),http://images.lowes.com/product/converted/084691/084691812005.jpg,No,,449.0,1,449.0,Refurbished,Refurbished
GTD42EASJWW,GE,LAUNDRY,Electric Dryers,751711,7.2-cu ft Electric Dryer (White),http://images.lowes.com/product/converted/084691/084691814085.jpg,No,,449.0,1,449.0,Refurbished,Refurbished
GTD42EASJWW,GE,LAUNDRY,Electric Dryers,751711,7.2-cu ft Electric Dryer (White),http://images.lowes.com/product/converted/084691/084691814085.jpg,No,,449.0,1,449.0,Scratch and Dent,Side Dent
GTW460ASJWW,GE,LAUNDRY,Top-Load Washers,751710,4.2-cu ft High-Efficiency Top-Load Washer (White),http://images.lowes.com/product/converted/084691/084691812005.jpg,No,,449.0,1,449.0,Scratch and Dent,Front Scratch
MVWC416FW,Maytag,LAUNDRY,Top-Load Washers,803260,4.2-cu ft Top-Load Washer (White),http://images.lowes.com/product/converted/883049/883049420202.jpg,No,,429.0,1,429.0,Refurbished,Refurbished
GTW330ASKWW,GE,LAUNDRY,Top-Load Washers,782267,3.8-cu ft Top-Load Washer (White),http://images.lowes.com/product/converted/084691/084691819462.jpg,No,,399.0,1,399.0,Scratch and Dent,Side Dent
WTW4816FW,Whirlpool,LAUNDRY,Top-Load Washers,782472,3.5-cu ft Top-Load Washer (White),http://images.lowes.com/product/converted/883049/883049408361.jpg,No,,398.0,1,398.0,Refurbished,Refurbished
HTW200ASKWW,Hotpoint,LAUNDRY,Top-Load Washers,804047,3.8-cu ft Top-Load Washer (White),http://images.lowes.com/product/converted/084691/084691810650.jpg,No,,359.0,1,359.0,Scratch and Dent,Side Dent
WDP4V,LG,LAUNDRY,Laundry Pedestals,48672,13.6-in x 27-in Graphite Steel Laundry Pedestal with Storage Drawer,http://images.lowes.com/product/converted/048231/048231011198.jpg,No,WEX,279.0,1,279.0,Scratch and Dent,Side Dent
WE357A0Z,Samsung,LAUNDRY,Laundry Pedestals,782477,14.2-in x 27-in Laundry Pedestal with Storage Drawer,http://images.lowes.com/product/converted/887276/887276139050.jpg,No,WEX,279.0,1,279.0,Scratch and Dent,Side Dent
